code,market,cn_name,revenue_growth,revenue_conf,net_profit,net_conf,ocf_change,ocf_conf,core_driver,driver_conf,core_risk,risk_conf,overall_conf,file
300892,SZ,品渥食品,-9.72%,high,,missing,-73.09%,high,核心品牌德亚乳品收入下滑,high,[核心品牌德亚乳品收入下滑],high,missing,300892_SZ_品渥食品.md
300893,SZ,松原安全,+35.88%,high,,missing,-81.22%,high,国产替代与客户拓展,high,[国产替代与客户拓展],mid,missing,300893_SZ_松原安全.md
300894,SZ,火星人,-44.0%,high,-45.83%,mid,,missing,房地产深度调整,high,[费用刚性 + 收入骤降],mid,missing,300894_SZ_火星人.md
300895,SZ,铜牛信息,+20.49%,mid,盈,low,+1067.52%,high,,missing,固定资产折旧高企** ->,mid,missing,300895_SZ_铜牛信息.md
300896,SZ,爱美客,-27.48%,mid,-34.05%,high,,missing,,missing,宏观消费疲软与行业竞争加剧,mid,missing,300896_SZ_爱美客.md
300898,SZ,熊猫乳品,+8.18%,mid,-16.85%,high,,missing,椰品业务爆发式增长,high,[椰品业务爆发式增长],mid,missing,300898_SZ_熊猫乳品.md
300899,SZ,_ST凯鑫,+287.0%,mid,,missing,↑,low,上年订单延迟交付,high,[上年订单延迟交付],mid,missing,300899_SZ__ST凯鑫.md
300900,SZ,广联航空,+12.35%,mid,亏,low,+102.44%,high,下游客户采购节奏放缓与项目审批周期延长,high,[下游客户采购节奏放缓与项目审批周期延长],mid,low,300900_SZ_广联航空.md
300903,SZ,科翔股份,+9.56%,high,+9.56%,high,,missing,产能爬坡与折旧高企,high,[产能爬坡与折旧高企],mid,missing,300903_SZ_科翔股份.md
300906,SZ,日月明,+50.0%,high,+3.97%,high,,missing,国铁集团客户高度集中,high,[国铁集团客户高度集中],mid,missing,300906_SZ_日月明.md
300907,SZ,康平科技,-10.68%,high,-43.77%,high,,missing,,missing,美国“对等关税”及行业竞争加剧,mid,missing,300907_SZ_康平科技.md
300908,SZ,仲景食品,-3.9%,high,+9.35%,high,,missing,调味配料毛利率大幅提升,high,[调味配料毛利率大幅提升],mid,missing,300908_SZ_仲景食品.md
300910,SZ,瑞丰新材,+11.11%,high,,missing,,missing,全球供应链重构机遇,high,[全球供应链重构机遇],mid,missing,300910_SZ_瑞丰新材.md
300916,SZ,朗特智能,+33.45%,high,-33.45%,high,,missing,储能业务爆发,high,[雾化控制器订单骤降],mid,missing,300916_SZ_朗特智能.md
300917,SZ,特发服务,+50.5%,high,,missing,+37.95%,high,增值服务高增长,high,[核心客户深度绑定],mid,missing,300917_SZ_特发服务.md
300918,SZ,南山智尚,,missing,-32.89%,high,,missing,锦纶新材料产线投产，产能爬坡期成本高企,high,[锦纶新材料产线投产，产能爬坡期成本高企],mid,missing,300918_SZ_南山智尚.md
300919,SZ,中伟新材,+19.68%,high,,missing,,missing,,missing,[全球新能源市场增长 + 一体化产能释放],mid,missing,300919_SZ_中伟新材.md
300920,SZ,润阳科技,+3.78%,high,+6.01%,high,,missing,境外收入增长,high,[主要原材料价格下降],mid,missing,300920_SZ_润阳科技.md
300922,SZ,天秦装备,+9.28%,mid,,missing,,missing,国防装备列装与升级,high,[国防装备列装与升级],mid,missing,300922_SZ_天秦装备.md
300925,SZ,法本信息,+18.26%,high,-20.29%,high,-24.01%,high,,missing,[金融与汽车行业高增长],mid,missing,300925_SZ_法本信息.md
300926,SZ,博俊科技,+37.39%,high,+37.68%,high,,missing,,missing,[绑定头部新能源车企],mid,missing,300926_SZ_博俊科技.md
300927,SZ,江天化学,,missing,+25.0%,high,↑,low,收购三大雅，营收结构剧变,high,[收购三大雅，营收结构剧变],mid,missing,300927_SZ_江天化学.md
300928,SZ,华安鑫创,+129.38%,mid,盈,low,,missing,业务模式战略升级,high,[业务模式战略升级],mid,missing,300928_SZ_华安鑫创.md
300929,SZ,华骐环保,+27.13%,high,,missing,,missing,客户结算延迟与回款周期延长,high,[客户结算延迟与回款周期延长],mid,missing,300929_SZ_华骐环保.md
300932,SZ,三友联众,+6.44%,high,+14.71%,high,,missing,境外市场拓展,high,[继电器主业量价齐升],mid,missing,300932_SZ_三友联众.md
300935,SZ,盈建科,-4.91%,high,-7.56%,mid,,missing,下游行业持续低迷,high,[下游行业持续低迷],mid,missing,300935_SZ_盈建科.md
300936,SZ,中英科技,+13.04%,high,-13.32%,mid,,missing,下游通信基站建设放缓,high,[下游通信基站建设放缓],mid,missing,300936_SZ_中英科技.md
300938,SZ,信测标准,+10.86%,high,,missing,,missing,汽车领域检测需求增长,high,[汽车领域检测需求增长],mid,missing,300938_SZ_信测标准.md
300939,SZ,秋田微,+19.1%,high,-12.04%,high,,missing,电容式触摸屏销量大增,high,[电容式触摸屏销量大增],mid,missing,300939_SZ_秋田微.md
300946,SZ,恒而达,+35.04%,mid,-57.79%,high,,missing,收购德国SMS公司,high,[收购德国SMS公司],mid,missing,300946_SZ_恒而达.md
300951,SZ,博硕科技,+80.81%,high,-26.46%,mid,,missing,境外业务高速扩张,high,[境外业务高速扩张],mid,missing,300951_SZ_博硕科技.md
300952,SZ,恒辉安防,+20.0%,high,,missing,↑,low,中美关税政策与贸易摩擦,high,[中美关税政策与贸易摩擦],mid,missing,300952_SZ_恒辉安防.md
300953,SZ,震裕科技,+36.58%,high,+101.98%,high,,missing,储能电池需求爆发,high,[储能电池需求爆发],mid,missing,300953_SZ_震裕科技.md
300955,SZ,嘉亨家化,+23.28%,high,,missing,,missing,新业务扩张与湖州基地投产,high,[新业务扩张与湖州基地投产],mid,missing,300955_SZ_嘉亨家化.md
300956,SZ,英力股份,+20.83%,high,,missing,,missing,AI PC换机周期与消费电子复苏,high,[AI PC换机周期与消费电子复苏],mid,missing,300956_SZ_英力股份.md
300958,SZ,建工修复,,missing,,missing,,missing,主动战略收缩,high,[强化应收账款催收],mid,missing,300958_SZ_建工修复.md
300960,SZ,通业科技,+29.0%,mid,-69.0%,mid,,missing,铁路投资创历史新高,high,[铁路投资创历史新高],mid,missing,300960_SZ_通业科技.md
300965,SZ,恒宇信通,+96.82%,mid,+34.87%,high,,missing,信用减值损失大幅减少,high,[信用减值损失大幅减少],high,missing,300965_SZ_恒宇信通.md
300967,SZ,晓鸣股份,,missing,亏,low,,missing,,missing,2024年新增引种祖代蛋种鸡及繁育父母代蛋种鸡全面满产达效,mid,missing,300967_SZ_晓鸣股份.md
300968,SZ,格林精密,+8.64%,high,亏,low,,missing,美元持续贬值,high,[营收增长但毛利率下降],mid,missing,300968_SZ_格林精密.md
300970,SZ,华绿生物,,missing,,missing,,missing,行业产能出清与供需修复,high,[行业产能出清与供需修复],mid,missing,300970_SZ_华绿生物.md
300971,SZ,博亚精工,+33.32%,high,+90.47%,high,,missing,特种装备配套业务爆发,high,[特种装备配套业务爆发],mid,missing,300971_SZ_博亚精工.md
300972,SZ,万辰集团,+11.81%,high,盈,low,,missing,,missing,品牌整合统一为“好想来”并纳入“老婆大人”,mid,missing,300972_SZ_万辰集团.md
300975,SZ,商络电子,+30.59%,high,+327.78%,high,,missing,AI算力需求爆发,high,[AI算力需求爆发],mid,missing,300975_SZ_商络电子.md
300976,SZ,达瑞电子,+57.39%,mid,,missing,,missing,新能源业务爆发,high,[消费电子业务稳健],mid,missing,300976_SZ_达瑞电子.md
300979,SZ,华利集团,+16.5%,mid,-16.5%,high,,missing,,missing,新工厂投产及产能爬坡,mid,missing,300979_SZ_华利集团.md
300983,SZ,尤安设计,-20.7%,high,,missing,↑,low,下游房地产行业深度调整,high,[下游房地产行业深度调整],mid,missing,300983_SZ_尤安设计.md
300984,SZ,金沃股份,+8.7%,high,,missing,,missing,全球轴承巨头供应链外包,high,[全球轴承巨头供应链外包],mid,missing,300984_SZ_金沃股份.md
300986,SZ,志特新材,,missing,,missing,,missing,海外业务高速扩张,high,[海外业务高速扩张],mid,missing,300986_SZ_志特新材.md
300987,SZ,川网传媒,+7.2%,high,-13.33%,high,,missing,独家地铁广告资源运营,high,[独家地铁广告资源运营],mid,missing,300987_SZ_川网传媒.md
300989,SZ,蕾奥规划,+413.03%,mid,盈,low,,missing,,missing,传统规划设计市场竞争加剧,mid,missing,300989_SZ_蕾奥规划.md
300990,SZ,同飞股份,+32.75%,high,+64.84%,high,,missing,,missing,电力电子装置温控产品放量,mid,missing,300990_SZ_同飞股份.md
300993,SZ,玉马科技,-3.13%,high,-19.84%,high,,missing,美元汇率波动,high,[新项目转固与并购],mid,missing,300993_SZ_玉马科技.md
300995,SZ,奇德新材,+8.33%,high,,missing,↑,low,海外市场爆发,high,[改性尼龙收入下滑],high,missing,300995_SZ_奇德新材.md
300996,SZ,普联软件,,missing,-38.99%,high,,missing,研发费用大幅增长,high,[研发费用大幅增长],mid,missing,300996_SZ_普联软件.md
300997,SZ,欢乐家,+52.06%,mid,-70.03%,high,,missing,消费环境承压 & 行业竞争激烈,high,[消费环境承压 & 行业竞争激烈],mid,missing,300997_SZ_欢乐家.md
300999,SZ,金龙鱼,+2.87%,high,+193.68%,high,,missing,厨房食品销量增长,high,[厨房食品销量增长],mid,missing,300999_SZ_金龙鱼.md
301000,SZ,肇民科技,+11.88%,high,,missing,,missing,新能源车热管理模块等核心零部件量产,high,[新能源车热管理模块等核心零部件量产],mid,missing,301000_SZ_肇民科技.md
301002,SZ,崧盛股份,+620.0%,mid,,missing,,missing,储能业务研发高投入与规模化初期,high,[储能业务研发高投入与规模化初期],mid,missing,301002_SZ_崧盛股份.md
301005,SZ,超捷股份,+39.5%,high,,missing,,missing,无锡超捷工厂产能释放,high,[无锡超捷工厂产能释放],mid,missing,301005_SZ_超捷股份.md
301007,SZ,德迈仕,-6.76%,high,,missing,,missing,下游客户订单减少,high,[下游客户订单减少],mid,missing,301007_SZ_德迈仕.md
301011,SZ,华立科技,+25.0%,mid,-18.44%,high,,missing,国内游乐场扩张放缓,high,[国内游乐场扩张放缓],mid,missing,301011_SZ_华立科技.md
301016,SZ,雷尔伟,+34.73%,mid,,missing,,missing,,missing,技术创新与新品研发（轻量化、全焊铝合金车体、高精密锻造）,mid,missing,301016_SZ_雷尔伟.md
301020,SZ,密封科技,+13.51%,mid,+8.07%,high,,missing,国六排放标准全面实施,high,[国六排放标准全面实施],mid,missing,301020_SZ_密封科技.md
301021,SZ,英诺激光,+76.0%,mid,,missing,,missing,PCB行业高景气+AI算力需求爆发,high,[PCB行业高景气+AI算力需求爆发],mid,missing,301021_SZ_英诺激光.md
301023,SZ,奕帆传动,+2.39%,high,,missing,+63.27%,high,,missing,国家电网“十五五”4万亿投资,mid,missing,301023_SZ_奕帆传动.md
301027,SZ,华蓝集团,+19.53%,high,,missing,↓,low,光伏电站并网,high,[应收账款高企与坏账计提],mid,missing,301027_SZ_华蓝集团.md
301028,SZ,鼎熔岩,+5.95%,high,,missing,,missing,“双碳”与大规模设备更新政策,high,[“双碳”与大规模设备更新政策],mid,missing,301028_SZ_鼎熔岩.md
301032,SZ,新柴股份,+3.13%,high,+35.63%,high,↑,low,设备更新与农机报废补贴政策,high,[设备更新与农机报废补贴政策],mid,low,301032_SZ_新柴股份.md
301037,SZ,保立佳,-21.44%,high,,missing,↑,low,下游房地产行业深度调整,high,[下游房地产行业深度调整],mid,missing,301037_SZ_保立佳.md
301039,SZ,中集车辆,-30.0%,high,,missing,,missing,“星链计划”重塑生产组织,high,[“星链计划”重塑生产组织],mid,missing,301039_SZ_中集车辆.md
301040,SZ,中环海陆,+9.48%,high,,missing,,missing,风电行业竞争加剧,high,[风电行业竞争加剧],mid,missing,301040_SZ_中环海陆.md
301041,SZ,金百泽,+97.77%,high,-48.39%,high,↑,low,,missing,原材料价格上涨（金盐、铜球、锡条等）,mid,missing,301041_SZ_金百泽.md
301045,SZ,天禄科技,-11.14%,high,,missing,↑,low,,missing,产品结构优化（聚焦高附加值笔记本导光板）,mid,missing,301045_SZ_天禄科技.md
301047,SZ,义翘神州,+23.82%,high,+6.01%,high,,missing,,missing,常规业务收入增长19.80%,mid,missing,301047_SZ_义翘神州.md
301049,SZ,超越科技,,missing,,missing,,missing,安徽省危废处置产能5年扩张3.7倍,high,[安徽省危废处置产能5年扩张3.7倍],mid,missing,301049_SZ_超越科技.md
301050,SZ,雷电微力,-37.23%,high,-52.04%,high,,missing,行业周期性波动,high,[客户需求变化与订单迟滞],mid,missing,301050_SZ_雷电微力.md
301051,SZ,信濠光电,,missing,,missing,,missing,3C玻璃盖板行业竞争加剧 & 产能搬迁与,high,[3C玻璃盖板行业竞争加剧 & 产能搬迁与爬坡],mid,missing,301051_SZ_信濠光电.md
301052,SZ,果麦文化,+2.24%,high,亏,low,,missing,教辅赛道爆发,high,[“出版+互联网”模式],mid,missing,301052_SZ_果麦文化.md
301056,SZ,森赫股份,-22.38%,high,,missing,,missing,房地产下行与新增需求承压,high,[房地产下行与新增需求承压],mid,missing,301056_SZ_森赫股份.md
301058,SZ,中粮科工,,missing,,missing,,missing,,missing,,missing,missing,301058_SZ_中粮科工.md
301061,SZ,匠心家居,-6.1%,mid,,missing,,missing,美国零售商渠道深化,high,[美国零售商渠道深化],mid,missing,301061_SZ_匠心家居.md
301065,SZ,本立科技,-9.9%,high,+22.0%,high,,missing,核心产品毛利率提升,high,[核心产品毛利率提升],mid,missing,301065_SZ_本立科技.md
301069,SZ,凯盛新材,+10.58%,high,+129.28%,high,,missing,下游需求复苏,high,[LiFSI需求增长],mid,missing,301069_SZ_凯盛新材.md
301071,SZ,力量钻石,+16.0%,high,-45.57%,high,,missing,培育钻石销量增长但价格承压,high,[培育钻石销量增长但价格承压],mid,missing,301071_SZ_力量钻石.md
301076,SZ,新瀚新材,+5.8%,high,,missing,-45.36%,high,产销规模扩大,high,[规模效应摊薄成本],mid,missing,301076_SZ_新瀚新材.md
301077,SZ,星华新材,-2.9%,high,,missing,,missing,产品降价保份额,high,[反光服饰量价齐跌],mid,missing,301077_SZ_星华新材.md
301078,SZ,孩子王,+10.0%,high,,missing,+21.92%,high,收购丝域生物,high,[加盟模式加速下沉市场扩张],mid,missing,301078_SZ_孩子王.md
301079,SZ,邵阳液压,+11.0%,mid,-8.84%,high,↑,low,主动压缩低毛利冶金项目,high,[主动压缩低毛利冶金项目],mid,low,301079_SZ_邵阳液压.md
301080,SZ,百普赛斯,+26.74%,mid,,missing,,missing,下游创新药管线向临床中后期及商业化推进,high,[下游创新药管线向临床中后期及商业化推进],mid,missing,301080_SZ_百普赛斯.md
301082,SZ,久盛电气,+21.43%,high,,missing,,missing,营收结构向低毛利产品倾斜,high,[营收结构向低毛利产品倾斜],mid,missing,301082_SZ_久盛电气.md
301083,SZ,百胜智能,+8.44%,mid,-61.99%,high,,missing,核心业务收入下滑,high,[核心业务收入下滑],high,missing,301083_SZ_百胜智能.md
301086,SZ,鸿富瀚,+11.28%,high,-7.52%,high,,missing,消费电子行业复苏,high,[消费电子行业复苏],mid,missing,301086_SZ_鸿富瀚.md
301087,SZ,可孚医疗,+80.18%,mid,,missing,,missing,品类聚焦与产品结构优化,high,[品类聚焦与产品结构优化],mid,missing,301087_SZ_可孚医疗.md
301089,SZ,拓新药业,+11.3%,mid,,missing,↓,low,部分原料药终端需求波动及价格下行,high,[部分原料药终端需求波动及价格下行],mid,missing,301089_SZ_拓新药业.md
301090,SZ,华润材料,,missing,,missing,,missing,行业产能严重过剩,high,[行业产能严重过剩],mid,missing,301090_SZ_华润材料.md
301091,SZ,深城交,+34.0%,high,-42.0%,high,↓,low,战略转型聚焦高毛利产品,high,[战略转型聚焦高毛利产品],mid,low,301091_SZ_深城交.md
301093,SZ,华兰股份,+23.81%,high,-11.85%,mid,,missing,覆膜胶塞技术壁垒与高端化,high,[覆膜胶塞技术壁垒与高端化],mid,missing,301093_SZ_华兰股份.md
301095,SZ,广立微,+75.13%,mid,-25.3%,high,↓,low,晶圆厂扩产与先进制程研发,high,[晶圆厂扩产与先进制程研发],mid,low,301095_SZ_广立微.md
301096,SZ,百诚医药,+143.0%,mid,,missing,,missing,集采与MAH政策冲击仿制药业务,high,[集采与MAH政策冲击仿制药业务],mid,missing,301096_SZ_百诚医药.md
301097,SZ,天益医疗,+37.4%,mid,,missing,,missing,国际化战略激进扩张,high,[国际化战略激进扩张],mid,missing,301097_SZ_天益医疗.md
301098,SZ,金埔园林,-23.52%,high,,missing,,missing,地方财政支付压力加大 & 项目回款放缓,high,[地方财政支付压力加大 & 项目回款放缓],high,missing,301098_SZ_金埔园林.md
301099,SZ,雅创电子,+1805.52%,mid,+19.31%,high,,missing,,missing,全球半导体行业复苏，AI需求爆发,mid,missing,301099_SZ_雅创电子.md
301100,SZ,风光股份,+13.66%,high,,missing,↓,low,榆林工厂产能利用率提升,high,[榆林工厂产能利用率提升],mid,missing,301100_SZ_风光股份.md
301102,SZ,兆讯传媒,-83.94%,mid,-83.94%,high,,missing,客户投放策略调整,high,[客户投放策略调整],mid,missing,301102_SZ_兆讯传媒.md
301103,SZ,何氏眼科,,missing,盈,low,,missing,屈光手术业务量价齐升,high,[屈光手术业务量价齐升],mid,missing,301103_SZ_何氏眼科.md
301106,SZ,骏成科技,+29.03%,high,-4.64%,mid,,missing,产品结构向模组化升级,high,[产品结构向模组化升级],mid,missing,301106_SZ_骏成科技.md
301108,SZ,洁雅股份,+114.04%,mid,,missing,,missing,海外订单大幅增长,high,[海外订单大幅增长],mid,missing,301108_SZ_洁雅股份.md
301109,SZ,军信股份,+13.05%,high,+33.62%,high,,missing,并购仁和环境,high,[吨垃圾上网电量行业第一],mid,missing,301109_SZ_军信股份.md
301113,SZ,雅艺科技,+20.25%,high,,missing,,missing,线上直销占比激增至76.05%,high,[线上直销占比激增至76.05%],mid,missing,301113_SZ_雅艺科技.md
301116,SZ,益客食品,,missing,,missing,,missing,,missing,2024年产业链盈利刺激产能增长,mid,missing,301116_SZ_益客食品.md
301117,SZ,佳缘科技,+59.06%,mid,,missing,,missing,军工产品调价与市场周期,high,[军工产品调价与市场周期],mid,missing,301117_SZ_佳缘科技.md
301119,SZ,正强股份,+8.76%,high,,missing,+228.0%,high,节叉产品销量爆发式增长48%,high,[节叉产品销量爆发式增长48%],mid,missing,301119_SZ_正强股份.md
301120,SZ,新特电气,,missing,盈,low,,missing,储能业务爆发式增长,high,[储能业务爆发式增长],mid,missing,301120_SZ_新特电气.md
301128,SZ,强瑞技术,+23.0%,mid,,missing,,missing,AI算力需求爆发,high,[AI算力需求爆发],mid,missing,301128_SZ_强瑞技术.md
301129,SZ,瑞纳智能,+26.23%,high,,missing,+269.19%,high,供热节能系统工程收入大增70.22%,high,[供热节能系统工程收入大增70.22%],mid,missing,301129_SZ_瑞纳智能.md
301138,SZ,华研精机,+4.9%,high,-3.16%,high,,missing,境外市场爆发,high,核心风险在于“增收不增利”与“海外依赖症”,high,missing,301138_SZ_华研精机.md
301141,SZ,中科磁业,+35.53%,mid,,missing,,missing,,missing,产能释放产成品库存增加,mid,missing,301141_SZ_中科磁业.md
301148,SZ,嘉戎技术,+13.91%,mid,-26.11%,high,↑,low,市政业务回款攻坚,high,[市政业务回款攻坚],mid,low,301148_SZ_嘉戎技术.md
301151,SZ,冠龙节能,+24.02%,high,-17.72%,mid,↑,low,下游固定资产投资收缩,high,[下游固定资产投资收缩],mid,low,301151_SZ_冠龙节能.md
301158,SZ,德石股份,+8.08%,high,+17.55%,high,,missing,国内油气增储上产投资维持高位,high,[国内油气增储上产投资维持高位],mid,missing,301158_SZ_德石股份.md
301160,SZ,翔楼新材,+1.74%,high,,missing,,missing,国产替代加速,high,[产能扩张与结构优化],mid,missing,301160_SZ_翔楼新材.md
301162,SZ,国能日新,+13.79%,mid,,missing,,missing,新能源装机高景气度 + 分布式“四可”政,high,[新能源装机高景气度 + 分布式“四可”政策落地],mid,missing,301162_SZ_国能日新.md
301165,SZ,锐捷网络,+22.37%,high,,missing,+735.0%,high,AI算力投资爆发,high,[AI算力投资爆发],mid,missing,301165_SZ_锐捷网络.md
301167,SZ,建研设计,+91.21%,high,+39.36%,high,,missing,应收账款催收力度加大,high,[应收账款催收力度加大],mid,missing,301167_SZ_建研设计.md
301170,SZ,锡南科技,+5.37%,high,-7.58%,high,,missing,全球涡轮增压渗透率提升+公司产能扩张,high,[全球涡轮增压渗透率提升+公司产能扩张],mid,missing,301170_SZ_锡南科技.md
301173,SZ,毓恬冠佳,+56.77%,mid,,missing,+278.08%,high,国产替代龙头地位,high,[国产替代龙头地位],mid,missing,301173_SZ_毓恬冠佳.md
301175,SZ,中科环保,+28.0%,mid,,missing,,missing,供热规模化与高供热比,high,[供热规模化与高供热比],mid,missing,301175_SZ_中科环保.md
301176,SZ,逸豪新材,+20.0%,high,,missing,,missing,铜箔行业产能过剩，加工费低位,high,[铜箔行业产能过剩，加工费低位],mid,missing,301176_SZ_逸豪新材.md
301178,SZ,天亿马,+113.29%,high,盈,low,,missing,算力服务与新能源电力业务爆发,high,[算力服务与新能源电力业务爆发],mid,missing,301178_SZ_天亿马.md
301181,SZ,标榜股份,+76.04%,high,+3.78%,high,,missing,新能源转型加速,high,[非经常性损益依赖],mid,missing,301181_SZ_标榜股份.md
301182,SZ,凯旺科技,+10.0%,high,,missing,,missing,安防主业萎缩,high,[新业务放量但低毛利],mid,missing,301182_SZ_凯旺科技.md
301188,SZ,力诺药包,+16.64%,mid,-39.97%,high,↓,low,集采政策冲击,high,[原材料及能源价格上升],mid,low,301188_SZ_力诺药包.md
301189,SZ,奥尼电子,+70.52%,high,,missing,↑,low,AI推理算力新业务爆发,high,[AI推理算力新业务爆发],mid,missing,301189_SZ_奥尼电子.md
301195,SZ,北路智控,,missing,,missing,,missing,,missing,政策驱动矿山智能化建设,mid,missing,301195_SZ_北路智控.md
301200,SZ,大族数控,+72.68%,high,+173.68%,high,,missing,AI算力基础设施投资高增,high,[AI算力基础设施投资高增],mid,missing,301200_SZ_大族数控.md
301207,SZ,华兰疫苗,+93.0%,high,-10.99%,high,,missing,产品结构单一，依赖流感疫苗,high,[产品结构单一，依赖流感疫苗],mid,missing,301207_SZ_华兰疫苗.md
301211,SZ,亨迪药业,,missing,,missing,,missing,,missing,核心产品布洛芬原料药需求波动,mid,missing,301211_SZ_亨迪药业.md
301212,SZ,联盛化学,+9.63%,high,+22.91%,high,,missing,电子化学品销量增长,high,[电子化学品销量增长],mid,missing,301212_SZ_联盛化学.md
301217,SZ,铜冠铜箔,,missing,,missing,↑,low,AI算力与高端PCB需求爆发,high,[AI算力与高端PCB需求爆发],mid,missing,301217_SZ_铜冠铜箔.md
301218,SZ,华是科技,+17.72%,high,,missing,,missing,地方政府财政收紧,high,[地方政府财政收紧],mid,missing,301218_SZ_华是科技.md
301221,SZ,光庭信息,+45.92%,mid,+158.0%,high,,missing,海外高附加值业务增长,high,[海外高附加值业务增长],mid,missing,301221_SZ_光庭信息.md
301223,SZ,中荣股份,+13.85%,high,,missing,,missing,礼盒及外销业务高增长,high,[礼盒及外销业务高增长],mid,missing,301223_SZ_中荣股份.md
301227,SZ,森鹰窗业,+371.08%,mid,,missing,+2.61%,high,房地产市场深度调整,high,[房地产市场深度调整],mid,missing,301227_SZ_森鹰窗业.md
301228,SZ,实朴检测,-9.89%,high,,missing,+63.68%,high,行业竞争加剧与价格战,high,[行业竞争加剧与价格战],mid,missing,301228_SZ_实朴检测.md
301229,SZ,纽泰格,+10.0%,high,-29.23%,mid,,missing,原材料铝锭价格上涨 + 客户持续降本,high,[原材料铝锭价格上涨 + 客户持续降本],mid,missing,301229_SZ_纽泰格.md
301232,SZ,飞沃科技,+43.05%,high,盈,low,,missing,国内风电新增并网装机同比大幅增长,high,[国内风电新增并网装机同比大幅增长],mid,missing,301232_SZ_飞沃科技.md
301234,SZ,五洲医疗,-4.01%,high,-52.73%,high,,missing,行业竞争加剧与市场需求变化,high,[行业竞争加剧与市场需求变化],mid,missing,301234_SZ_五洲医疗.md
301235,SZ,华康洁净,+33.87%,high,+76.39%,high,-165.24%,high,,missing,[电子洁净业务从零到一突破],mid,missing,301235_SZ_华康洁净.md
301236,SZ,软通动力,,missing,,missing,,missing,收购同方计算机，切入硬件赛道,high,[收购同方计算机，切入硬件赛道],mid,missing,301236_SZ_软通动力.md
301237,SZ,和顺科技,,missing,,missing,,missing,行业产能过剩与价格战,high,[行业产能过剩与价格战],mid,missing,301237_SZ_和顺科技.md
301238,SZ,瑞泰新材,,missing,+162.85%,high,,missing,行业产能过剩与竞争加剧,high,[行业产能过剩与竞争加剧],mid,missing,301238_SZ_瑞泰新材.md
301248,SZ,杰创智能,+32.28%,high,盈,low,,missing,,missing,[AI算力需求爆发 + 智算集群建设],mid,missing,301248_SZ_杰创智能.md
301255,SZ,通力科技,+4.08%,mid,-15.96%,high,,missing,行业竞争加剧导致产品降价,high,[行业竞争加剧导致产品降价],mid,missing,301255_SZ_通力科技.md
301258,SZ,富士莱,,missing,-12.0%,mid,,missing,核心产品价格持续承压,high,[核心产品价格持续承压],mid,missing,301258_SZ_富士莱.md
301265,SZ,华新科技,+26.55%,mid,,missing,,missing,,missing,销售模式优化（竞拍平台）,mid,missing,301265_SZ_华新科技.md
301266,SZ,宇邦新材,+26.96%,high,-24.43%,high,,missing,常规产品加工费承压,high,[常规产品加工费承压],mid,missing,301266_SZ_宇邦新材.md
301270,SZ,汉仪股份,+16.62%,mid,+61.53%,high,,missing,降本增效与费用控制,high,[降本增效与费用控制],mid,missing,301270_SZ_汉仪股份.md
301277,SZ,新天地,+5.16%,high,-30.17%,high,,missing,核心产品左旋对羟基苯甘氨酸系列产品营收下,high,[核心产品左旋对羟基苯甘氨酸系列产品营收下滑10.72%],high,missing,301277_SZ_新天地.md
301279,SZ,金道科技,+33.59%,mid,,missing,,missing,叉车电动化渗透率持续提升,high,[叉车电动化渗透率持续提升],mid,missing,301279_SZ_金道科技.md
301280,SZ,珠城科技,+9.73%,high,+12.53%,high,,missing,家电连接器核心客户战略合作深化,high,[家电连接器核心客户战略合作深化],mid,missing,301280_SZ_珠城科技.md
301282,SZ,金禄电子,+28.74%,high,,missing,,missing,新能源汽车渗透率提升,high,[新能源汽车渗透率提升],mid,missing,301282_SZ_金禄电子.md
301283,SZ,聚胶股份,+57.0%,mid,,missing,↑,low,原材料价格下降,high,[海外收入占比57.33%],mid,missing,301283_SZ_聚胶股份.md
301285,SZ,鸿日达,+1017.0%,mid,,missing,,missing,新业务扩张投入,high,[消费电子主业下滑],high,missing,301285_SZ_鸿日达.md
301286,SZ,侨源股份,+5.24%,high,,missing,,missing,规模化生产与低成本水电,high,[规模化生产与低成本水电],mid,missing,301286_SZ_侨源股份.md
301287,SZ,康力源,-14.75%,high,,missing,↑,low,美国关税政策升级,high,[美国关税政策升级],mid,missing,301287_SZ_康力源.md
301288,SZ,_ST清研,-50.0%,mid,,missing,,missing,“新合伙人”战略驱动的外延并购,high,[“新合伙人”战略驱动的外延并购],mid,missing,301288_SZ__ST清研.md
301289,SZ,国缆检测,+12.72%,high,,missing,+43.1%,high,下游线缆行业万亿级规模稳定增长,high,[下游线缆行业万亿级规模稳定增长],mid,missing,301289_SZ_国缆检测.md
301290,SZ,东星医疗,+4.72%,mid,,missing,,missing,带量采购政策落地与市场竞争加剧,high,[带量采购政策落地与市场竞争加剧],mid,missing,301290_SZ_东星医疗.md
301292,SZ,海科新源,+79.0%,high,,missing,+1.78%,high,行业产能过剩与价格战,high,[行业产能过剩与价格战],mid,missing,301292_SZ_海科新源.md
301293,SZ,三博脑科,+20.69%,high,-19.85%,high,,missing,新院区集中投产,high,[并购大行广泽并表],mid,missing,301293_SZ_三博脑科.md
301295,SZ,美硕科技,+11.49%,high,-17.38%,high,↑,low,收入增长但利润下滑,high,[收入增长但利润下滑],high,low,301295_SZ_美硕科技.md
301298,SZ,东利机械,+19.47%,mid,,missing,,missing,海外高毛利市场深耕,high,[海外高毛利市场深耕],mid,missing,301298_SZ_东利机械.md
